Timestamp,IP_Address,Country,AthleteNames,Sports,Age,Gender,Nationality,Match_or_sport_event_dates,Outcomes,Medals,Ranks,Stadiums,Athlete_Height,Athlete_Weight,Date_of_Birth
2024-05-10 21:25:18.519572,109.173.45.222,USA,Serena Williams,Soccer,18,Male,Germany,2024-05-10 21:25:18.519592,Draw,,2,Madison Square Garden,178,97,1987-05-10 21:25:18.519604
2024-05-10 21:25:18.519682,131.112.103.42,China,Usain Bolt,Gymnastics,34,Female,China,2024-05-10 21:25:18.519700,Win,Silver,6,Wembley Stadium,189,109,1998-05-10 21:25:18.519712
2024-05-10 21:25:18.519787,79.60.186.221,Russia,Usain Bolt,Soccer,39,Female,India,2024-05-10 21:25:18.519806,Lose,,8,Bird's Nest,167,64,1990-05-10 21:25:18.519817
2024-05-10 21:25:18.519907,215.236.212.28,China,Michael Phelps,Tennis,30,Female,India,2024-05-10 21:25:18.520016,Lose,Silver,5,Madison Square Garden,170,55,1991-05-10 21:25:18.520038
2024-05-10 21:25:18.520149,11.41.65.52,China,Serena Williams,Gymnastics,40,Male,USA,2024-05-10 21:25:18.520170,Draw,Gold,8,Madison Square Garden,171,147,2006-05-10 21:25:18.520181
2024-05-10 21:25:18.520266,137.43.174.183,China,Michael Phelps,Gymnastics,28,Male,Germany,2024-05-10 21:25:18.520284,Win,Silver,2,Madison Square Garden,191,139,2000-05-10 21:25:18.520295
2024-05-10 21:25:18.520373,200.18.209.157,China,Usain Bolt,Athletics,20,Male,Russia,2024-05-10 21:25:18.520392,Lose,Bronze,1,Olympic Stadium,188,111,1985-05-10 21:25:18.520402
2024-05-10 21:25:18.520478,129.179.222.147,China,Michael Phelps,Tennis,22,Female,China,2024-05-10 21:25:18.520497,Lose,Bronze,9,Bird's Nest,181,142,2003-05-10 21:25:18.520508
2024-05-10 21:25:18.520584,167.16.83.90,Germany,Usain Bolt,Swimming,28,Male,India,2024-05-10 21:25:18.520603,Draw,Silver,5,Olympic Stadium,173,104,1988-05-10 21:25:18.520614
2024-05-10 21:25:18.520690,140.159.165.35,Germany,Usain Bolt,Soccer,39,Male,India,2024-05-10 21:25:18.520708,Lose,Gold,9,Bird's Nest,161,135,1997-05-10 21:25:18.520719
2024-05-10 21:25:18.520793,206.219.188.165,China,Michael Phelps,Athletics,21,Female,India,2024-05-10 21:25:18.520811,Lose,Gold,9,Bird's Nest,213,73,2000-05-10 21:25:18.520823
2024-05-10 21:25:18.520896,199.212.8.96,Germany,Lionel Messi,Soccer,18,Male,India,2024-05-10 21:25:18.520915,Draw,Silver,2,Bird's Nest,187,128,1994-05-10 21:25:18.520926
2024-05-10 21:25:18.521000,167.107.55.25,Russia,Simone Biles,Gymnastics,22,Female,India,2024-05-10 21:25:18.521018,Lose,Silver,2,Madison Square Garden,208,95,1984-05-10 21:25:18.521029
2024-05-10 21:25:18.521103,204.9.38.113,USA,Usain Bolt,Athletics,18,Male,China,2024-05-10 21:25:18.521121,Win,Bronze,1,Bird's Nest,188,98,2004-05-10 21:25:18.521132
2024-05-10 21:25:18.521207,71.237.132.147,China,Simone Biles,Soccer,38,Female,China,2024-05-10 21:25:18.521226,Lose,Silver,3,Bird's Nest,201,86,1984-05-10 21:25:18.521237
2024-05-10 21:25:18.521311,14.85.157.44,Russia,Simone Biles,Athletics,35,Male,India,2024-05-10 21:25:18.521329,Draw,Bronze,1,Olympic Stadium,166,72,1988-05-10 21:25:18.521341
2024-05-10 21:25:18.521414,222.108.187.251,China,Simone Biles,Swimming,21,Male,India,2024-05-10 21:25:18.521433,Win,Silver,9,Wembley Stadium,204,125,1998-05-10 21:25:18.521444
2024-05-10 21:25:18.521738,228.101.229.104,Russia,Serena Williams,Swimming,22,Female,Germany,2024-05-10 21:25:18.521764,Lose,Silver,10,Olympic Stadium,190,73,1991-05-10 21:25:18.521776
2024-05-10 21:25:18.521875,148.53.57.151,Germany,Serena Williams,Soccer,21,Female,Germany,2024-05-10 21:25:18.521894,Lose,Bronze,5,Bird's Nest,172,123,2002-05-10 21:25:18.521906
2024-05-10 21:25:18.521987,224.221.171.169,China,Michael Phelps,Soccer,21,Female,India,2024-05-10 21:25:18.522005,Draw,,5,Wembley Stadium,160,68,1995-05-10 21:25:18.522017
2024-05-10 21:25:18.522149,231.6.119.72,Germany,Lionel Messi,Athletics,38,Female,China,2024-05-10 21:25:18.522169,Draw,Gold,4,Olympic Stadium,165,133,1994-05-10 21:25:18.522180
2024-05-10 21:25:18.522267,68.116.84.191,India,Simone Biles,Athletics,31,Male,Russia,2024-05-10 21:25:18.522285,Draw,,2,Olympic Stadium,176,138,1990-05-10 21:25:18.522296
2024-05-10 21:25:18.522371,248.175.1.33,Germany,Usain Bolt,Swimming,25,Male,India,2024-05-10 21:25:18.522389,Draw,,9,Wembley Stadium,179,134,2002-05-10 21:25:18.522400
2024-05-10 21:25:18.522474,33.14.180.158,Russia,Simone Biles,Soccer,35,Male,USA,2024-05-10 21:25:18.522492,Lose,Silver,2,Madison Square Garden,154,98,1986-05-10 21:25:18.522503
2024-05-10 21:25:18.522577,122.236.112.80,USA,Lionel Messi,Swimming,23,Female,India,2024-05-10 21:25:18.522595,Lose,Silver,2,Olympic Stadium,156,72,2005-05-10 21:25:18.522608
2024-05-10 21:25:18.522682,40.193.136.176,China,Simone Biles,Athletics,28,Male,Germany,2024-05-10 21:25:18.522699,Win,Silver,6,Wembley Stadium,150,138,1985-05-10 21:25:18.522710
2024-05-10 21:25:18.522784,247.150.229.118,India,Simone Biles,Swimming,25,Male,Germany,2024-05-10 21:25:18.522802,Lose,Gold,2,Wembley Stadium,151,120,1990-05-10 21:25:18.522813
2024-05-10 21:25:18.522886,224.3.5.169,Germany,Serena Williams,Swimming,38,Male,China,2024-05-10 21:25:18.522904,Win,Bronze,3,Olympic Stadium,171,63,1985-05-10 21:25:18.522915
2024-05-10 21:25:18.522989,4.43.77.248,Germany,Simone Biles,Gymnastics,37,Male,USA,2024-05-10 21:25:18.523007,Win,,8,Wembley Stadium,183,80,2000-05-10 21:25:18.523018
2024-05-10 21:25:18.523092,249.239.210.17,Russia,Serena Williams,Gymnastics,24,Male,Germany,2024-05-10 21:25:18.523110,Win,Bronze,9,Bird's Nest,173,123,2000-05-10 21:25:18.523120
2024-05-10 21:25:18.523193,87.135.18.64,China,Lionel Messi,Gymnastics,25,Female,India,2024-05-10 21:25:18.523211,Lose,Bronze,1,Bird's Nest,201,59,1995-05-10 21:25:18.523222
2024-05-10 21:25:18.523295,118.226.171.135,Germany,Michael Phelps,Athletics,25,Male,India,2024-05-10 21:25:18.523312,Lose,Silver,4,Bird's Nest,157,100,1993-05-10 21:25:18.523323
2024-05-10 21:25:18.523396,30.209.42.124,India,Serena Williams,Tennis,26,Female,Germany,2024-05-10 21:25:18.523413,Draw,,7,Bird's Nest,173,93,2002-05-10 21:25:18.523424
2024-05-10 21:25:18.523496,83.252.50.89,Russia,Lionel Messi,Swimming,33,Female,China,2024-05-10 21:25:18.523514,Draw,Bronze,2,Olympic Stadium,188,101,1988-05-10 21:25:18.523524
2024-05-10 21:25:18.523615,58.183.168.201,Russia,Lionel Messi,Tennis,21,Female,Germany,2024-05-10 21:25:18.523635,Win,Bronze,9,Olympic Stadium,195,56,1998-05-10 21:25:18.523647
2024-05-10 21:25:18.523732,39.58.86.123,USA,Lionel Messi,Gymnastics,37,Female,USA,2024-05-10 21:25:18.523750,Lose,Bronze,6,Wembley Stadium,184,81,2002-05-10 21:25:18.523761
2024-05-10 21:25:18.523833,246.132.141.253,USA,Lionel Messi,Athletics,37,Male,USA,2024-05-10 21:25:18.523851,Win,,1,Olympic Stadium,152,129,1998-05-10 21:25:18.523862
2024-05-10 21:25:18.523934,236.30.191.76,China,Serena Williams,Tennis,34,Male,Germany,2024-05-10 21:25:18.523952,Draw,Gold,5,Madison Square Garden,166,144,1988-05-10 21:25:18.523963
2024-05-10 21:25:18.524037,224.10.232.17,China,Usain Bolt,Gymnastics,22,Male,Germany,2024-05-10 21:25:18.524055,Win,Bronze,9,Olympic Stadium,166,71,2001-05-10 21:25:18.524066
2024-05-10 21:25:18.524236,54.30.171.250,India,Michael Phelps,Tennis,20,Male,Germany,2024-05-10 21:25:18.524258,Draw,Gold,2,Madison Square Garden,204,127,1993-05-10 21:25:18.524270
2024-05-10 21:25:18.524352,120.99.44.129,India,Lionel Messi,Swimming,20,Female,Russia,2024-05-10 21:25:18.524371,Win,Bronze,6,Wembley Stadium,189,148,1989-05-10 21:25:18.524383
2024-05-10 21:25:18.524462,188.190.200.147,USA,Serena Williams,Soccer,30,Female,Russia,2024-05-10 21:25:18.524524,Draw,Bronze,7,Wembley Stadium,196,135,1989-05-10 21:25:18.524578
2024-05-10 21:25:18.524709,2.176.160.229,China,Simone Biles,Swimming,19,Male,USA,2024-05-10 21:25:18.524749,Lose,Silver,3,Bird's Nest,185,129,1984-05-10 21:25:18.524774
2024-05-10 21:25:18.524867,240.222.176.128,India,Serena Williams,Soccer,20,Female,India,2024-05-10 21:25:18.524887,Lose,,6,Wembley Stadium,213,94,2006-05-10 21:25:18.524899
2024-05-10 21:25:18.524995,119.20.111.170,India,Simone Biles,Gymnastics,24,Female,Germany,2024-05-10 21:25:18.525020,Draw,Silver,7,Madison Square Garden,202,113,1995-05-10 21:25:18.525043
2024-05-10 21:25:18.525156,72.84.59.221,India,Lionel Messi,Tennis,33,Male,Germany,2024-05-10 21:25:18.525175,Lose,Gold,2,Bird's Nest,190,98,2004-05-10 21:25:18.525187
2024-05-10 21:25:18.525262,41.34.117.76,USA,Usain Bolt,Gymnastics,22,Male,USA,2024-05-10 21:25:18.525280,Lose,,8,Bird's Nest,158,113,1990-05-10 21:25:18.525290
2024-05-10 21:25:18.525365,131.195.97.228,India,Serena Williams,Soccer,39,Male,USA,2024-05-10 21:25:18.525382,Win,Gold,4,Madison Square Garden,152,93,2002-05-10 21:25:18.525393
2024-05-10 21:25:18.525466,119.152.196.93,China,Simone Biles,Gymnastics,24,Female,India,2024-05-10 21:25:18.525484,Draw,Silver,2,Bird's Nest,192,78,1985-05-10 21:25:18.525495
2024-05-10 21:25:18.525568,252.37.17.146,India,Usain Bolt,Swimming,27,Male,China,2024-05-10 21:25:18.525586,Win,Gold,6,Wembley Stadium,194,69,2003-05-10 21:25:18.525597
2024-05-10 21:25:18.525670,206.143.201.165,India,Lionel Messi,Athletics,21,Female,India,2024-05-10 21:25:18.525688,Win,Silver,9,Bird's Nest,167,103,1986-05-10 21:25:18.525700
2024-05-10 21:25:18.525773,27.232.82.137,Russia,Simone Biles,Swimming,34,Female,China,2024-05-10 21:25:18.525791,Lose,Gold,5,Madison Square Garden,163,77,1989-05-10 21:25:18.525802
2024-05-10 21:25:18.525875,199.82.76.125,USA,Usain Bolt,Soccer,27,Male,Russia,2024-05-10 21:25:18.525892,Draw,,3,Wembley Stadium,201,119,2006-05-10 21:25:18.525903
2024-05-10 21:25:18.525976,37.115.26.14,Germany,Lionel Messi,Soccer,18,Male,China,2024-05-10 21:25:18.525994,Win,Gold,2,Olympic Stadium,215,95,1988-05-10 21:25:18.526004
2024-05-10 21:25:18.526077,42.134.232.87,China,Michael Phelps,Athletics,27,Male,USA,2024-05-10 21:25:18.526094,Win,Gold,7,Bird's Nest,154,50,1996-05-10 21:25:18.526105
2024-05-10 21:25:18.526177,137.43.45.140,Russia,Serena Williams,Swimming,31,Male,Russia,2024-05-10 21:25:18.526195,Draw,Silver,4,Madison Square Garden,189,126,2001-05-10 21:25:18.526206
2024-05-10 21:25:18.526279,31.155.98.6,China,Michael Phelps,Tennis,39,Male,Germany,2024-05-10 21:25:18.526296,Lose,Gold,4,Olympic Stadium,193,112,1986-05-10 21:25:18.526308
2024-05-10 21:25:18.526380,197.227.92.17,China,Michael Phelps,Gymnastics,22,Female,China,2024-05-10 21:25:18.526398,Lose,Gold,7,Madison Square Garden,214,62,1991-05-10 21:25:18.526409
2024-05-10 21:25:18.526482,144.202.32.192,China,Lionel Messi,Soccer,38,Female,Germany,2024-05-10 21:25:18.526511,Win,Silver,8,Wembley Stadium,209,64,1989-05-10 21:25:18.526522
2024-05-10 21:25:18.526619,189.156.188.154,India,Lionel Messi,Athletics,22,Male,Germany,2024-05-10 21:25:18.526643,Lose,,2,Olympic Stadium,207,51,1999-05-10 21:25:18.526662
2024-05-10 21:25:18.526755,234.15.227.221,USA,Lionel Messi,Athletics,38,Male,India,2024-05-10 21:25:18.526775,Win,Gold,2,Wembley Stadium,185,127,1988-05-10 21:25:18.526787
2024-05-10 21:25:18.526874,95.96.196.195,China,Lionel Messi,Soccer,32,Female,India,2024-05-10 21:25:18.526892,Win,Silver,10,Bird's Nest,189,110,1985-05-10 21:25:18.526902
2024-05-10 21:25:18.526976,140.166.165.135,USA,Simone Biles,Gymnastics,40,Male,Russia,2024-05-10 21:25:18.526993,Lose,Gold,8,Madison Square Garden,165,87,1999-05-10 21:25:18.527004
2024-05-10 21:25:18.527077,38.121.166.58,Russia,Michael Phelps,Tennis,33,Female,India,2024-05-10 21:25:18.527094,Lose,Gold,4,Madison Square Garden,178,87,2003-05-10 21:25:18.527105
2024-05-10 21:25:18.527179,170.22.193.46,India,Serena Williams,Soccer,36,Male,India,2024-05-10 21:25:18.527196,Win,Gold,5,Madison Square Garden,187,61,1988-05-10 21:25:18.527207
2024-05-10 21:25:18.527280,133.183.158.211,China,Usain Bolt,Gymnastics,38,Male,Germany,2024-05-10 21:25:18.527297,Draw,Silver,3,Olympic Stadium,215,69,2004-05-10 21:25:18.527308
2024-05-10 21:25:18.527384,236.91.243.143,China,Simone Biles,Gymnastics,18,Male,USA,2024-05-10 21:25:18.527402,Lose,Bronze,1,Olympic Stadium,220,88,2001-05-10 21:25:18.527412
2024-05-10 21:25:18.527487,43.48.45.134,USA,Serena Williams,Athletics,36,Female,India,2024-05-10 21:25:18.527504,Draw,,10,Bird's Nest,158,119,1997-05-10 21:25:18.527515
2024-05-10 21:25:18.527589,73.58.148.42,China,Usain Bolt,Athletics,26,Male,Germany,2024-05-10 21:25:18.527606,Lose,Gold,9,Madison Square Garden,161,124,2002-05-10 21:25:18.527617
2024-05-10 21:25:18.527690,239.90.46.197,USA,Serena Williams,Tennis,34,Female,Germany,2024-05-10 21:25:18.527708,Lose,Bronze,8,Bird's Nest,184,64,1997-05-10 21:25:18.527719
2024-05-10 21:25:18.527792,41.32.136.36,Russia,Lionel Messi,Gymnastics,34,Male,USA,2024-05-10 21:25:18.527809,Draw,Bronze,7,Madison Square Garden,198,59,1993-05-10 21:25:18.527820
2024-05-10 21:25:18.527894,158.77.134.43,China,Michael Phelps,Tennis,24,Male,USA,2024-05-10 21:25:18.527923,Lose,Silver,7,Olympic Stadium,168,149,2000-05-10 21:25:18.528037
2024-05-10 21:25:18.528179,24.96.229.107,Russia,Simone Biles,Swimming,31,Female,Germany,2024-05-10 21:25:18.528201,Lose,Gold,7,Olympic Stadium,191,108,1989-05-10 21:25:18.528213
2024-05-10 21:25:18.528296,189.3.103.61,China,Simone Biles,Gymnastics,30,Female,Russia,2024-05-10 21:25:18.528315,Draw,Gold,9,Wembley Stadium,212,65,1990-05-10 21:25:18.528326
2024-05-10 21:25:18.528404,252.175.150.74,Russia,Serena Williams,Gymnastics,40,Male,USA,2024-05-10 21:25:18.528422,Draw,,8,Bird's Nest,187,88,2001-05-10 21:25:18.528434
2024-05-10 21:25:18.528509,115.40.217.116,Germany,Michael Phelps,Tennis,20,Female,Germany,2024-05-10 21:25:18.528527,Win,Bronze,8,Olympic Stadium,157,137,2005-05-10 21:25:18.528538
2024-05-10 21:25:18.528612,89.180.112.224,Germany,Simone Biles,Soccer,34,Male,Russia,2024-05-10 21:25:18.528631,Win,Gold,9,Bird's Nest,196,66,2005-05-10 21:25:18.528642
2024-05-10 21:25:18.528718,21.96.222.248,Russia,Lionel Messi,Swimming,28,Female,Russia,2024-05-10 21:25:18.528736,Lose,Silver,8,Madison Square Garden,205,113,2000-05-10 21:25:18.528747
2024-05-10 21:25:18.528821,168.247.216.248,China,Michael Phelps,Gymnastics,22,Female,India,2024-05-10 21:25:18.528839,Draw,Silver,1,Olympic Stadium,168,108,1999-05-10 21:25:18.528850
2024-05-10 21:25:18.528923,17.4.136.196,Russia,Simone Biles,Swimming,18,Female,India,2024-05-10 21:25:18.528941,Win,Silver,4,Olympic Stadium,190,103,1995-05-10 21:25:18.528952
2024-05-10 21:25:18.529025,37.180.160.26,Russia,Lionel Messi,Athletics,28,Female,Russia,2024-05-10 21:25:18.529043,Win,,8,Wembley Stadium,193,116,2005-05-10 21:25:18.529054
2024-05-10 21:25:18.529126,133.153.247.57,Germany,Usain Bolt,Swimming,24,Female,India,2024-05-10 21:25:18.529144,Win,,2,Bird's Nest,176,136,1994-05-10 21:25:18.529155
2024-05-10 21:25:18.529229,42.20.76.248,Germany,Usain Bolt,Gymnastics,32,Male,China,2024-05-10 21:25:18.529247,Win,Silver,1,Olympic Stadium,216,125,1984-05-10 21:25:18.529258
2024-05-10 21:25:18.529331,39.36.37.97,Russia,Simone Biles,Gymnastics,28,Male,India,2024-05-10 21:25:18.529349,Draw,Gold,5,Madison Square Garden,206,64,2001-05-10 21:25:18.529360
2024-05-10 21:25:18.529432,135.41.34.202,India,Usain Bolt,Soccer,39,Male,Russia,2024-05-10 21:25:18.529450,Draw,Bronze,9,Madison Square Garden,196,142,1986-05-10 21:25:18.529461
2024-05-10 21:25:18.529534,6.230.90.83,Russia,Simone Biles,Soccer,21,Female,Germany,2024-05-10 21:25:18.529552,Draw,Gold,7,Bird's Nest,191,55,1991-05-10 21:25:18.529563
2024-05-10 21:25:18.529636,34.162.95.126,China,Michael Phelps,Gymnastics,30,Female,Germany,2024-05-10 21:25:18.529654,Draw,,5,Olympic Stadium,194,72,1994-05-10 21:25:18.529665
2024-05-10 21:25:18.529738,160.117.240.235,Germany,Usain Bolt,Soccer,36,Male,China,2024-05-10 21:25:18.529756,Win,,10,Madison Square Garden,158,90,1989-05-10 21:25:18.529766
2024-05-10 21:25:18.529839,235.240.247.242,Germany,Simone Biles,Athletics,30,Male,Germany,2024-05-10 21:25:18.529857,Lose,,10,Madison Square Garden,164,142,1996-05-10 21:25:18.529868
2024-05-10 21:25:18.530020,75.12.23.209,USA,Michael Phelps,Tennis,20,Female,China,2024-05-10 21:25:18.530042,Draw,Gold,4,Bird's Nest,218,113,1992-05-10 21:25:18.530054
2024-05-10 21:25:18.530137,83.170.56.207,USA,Michael Phelps,Tennis,25,Male,Russia,2024-05-10 21:25:18.530156,Win,,8,Wembley Stadium,176,136,1999-05-10 21:25:18.530167
2024-05-10 21:25:18.530264,78.142.160.53,India,Usain Bolt,Soccer,39,Female,China,2024-05-10 21:25:18.530286,Lose,Gold,6,Bird's Nest,209,150,2000-05-10 21:25:18.530307
2024-05-10 21:25:18.530381,201.222.100.176,China,Michael Phelps,Tennis,26,Female,Russia,2024-05-10 21:25:18.530398,Win,,9,Wembley Stadium,180,73,1998-05-10 21:25:18.530409
2024-05-10 21:25:18.530482,190.57.117.248,China,Serena Williams,Gymnastics,25,Female,USA,2024-05-10 21:25:18.530500,Lose,,4,Olympic Stadium,158,114,1999-05-10 21:25:18.530511
2024-05-10 21:25:18.530583,36.139.131.97,USA,Serena Williams,Athletics,22,Female,China,2024-05-10 21:25:18.530601,Win,Silver,10,Madison Square Garden,150,104,1984-05-10 21:25:18.530611
2024-05-10 21:25:18.530683,11.18.1.157,Germany,Michael Phelps,Athletics,24,Female,China,2024-05-10 21:25:18.530701,Draw,Silver,8,Wembley Stadium,210,63,1995-05-10 21:25:18.530711
2024-05-10 21:25:18.530783,5.31.249.207,China,Lionel Messi,Soccer,34,Female,Germany,2024-05-10 21:25:18.530800,Win,Gold,4,Wembley Stadium,165,69,1995-05-10 21:25:18.530812
2024-05-10 21:25:18.530884,166.218.206.255,Russia,Michael Phelps,Tennis,21,Male,China,2024-05-10 21:25:18.530901,Draw,Silver,3,Wembley Stadium,177,121,1998-05-10 21:25:18.530912
2024-05-10 21:25:18.530986,151.201.90.113,Germany,Usain Bolt,Gymnastics,36,Male,China,2024-05-10 21:25:18.531004,Draw,Silver,5,Wembley Stadium,175,134,2002-05-10 21:25:18.531014
2024-05-10 21:25:18.531087,64.157.217.21,Germany,Serena Williams,Swimming,24,Female,India,2024-05-10 21:25:18.531104,Draw,Silver,10,Madison Square Garden,212,107,1988-05-10 21:25:18.531115
2024-05-10 21:25:18.531188,185.171.252.53,Germany,Usain Bolt,Swimming,37,Female,USA,2024-05-10 21:25:18.531206,Draw,Gold,4,Madison Square Garden,204,136,2001-05-10 21:25:18.531217
2024-05-10 21:25:18.531289,15.113.204.245,Germany,Michael Phelps,Soccer,30,Female,China,2024-05-10 21:25:18.531308,Win,Bronze,2,Wembley Stadium,195,82,1988-05-10 21:25:18.531319
2024-05-10 21:25:18.531390,202.98.142.41,China,Serena Williams,Gymnastics,30,Female,Russia,2024-05-10 21:25:18.531407,Draw,Gold,7,Bird's Nest,199,124,2003-05-10 21:25:18.531418
2024-05-10 21:25:18.531489,244.170.8.138,India,Lionel Messi,Tennis,32,Female,Russia,2024-05-10 21:25:18.531507,Draw,,1,Olympic Stadium,220,91,1994-05-10 21:25:18.531517
2024-05-10 21:25:18.531589,206.123.186.195,India,Lionel Messi,Soccer,37,Female,USA,2024-05-10 21:25:18.531606,Win,,2,Bird's Nest,207,114,1990-05-10 21:25:18.531617
2024-05-10 21:25:18.531689,127.62.213.95,USA,Simone Biles,Athletics,35,Male,China,2024-05-10 21:25:18.531706,Lose,,1,Olympic Stadium,171,115,1990-05-10 21:25:18.531717
2024-05-10 21:25:18.531789,198.40.181.192,USA,Simone Biles,Tennis,23,Male,China,2024-05-10 21:25:18.531806,Lose,Bronze,9,Madison Square Garden,196,55,1991-05-10 21:25:18.531817
2024-05-10 21:25:18.531889,216.12.217.47,China,Serena Williams,Tennis,35,Female,India,2024-05-10 21:25:18.531906,Win,Gold,3,Madison Square Garden,156,97,1987-05-10 21:25:18.531917
2024-05-10 21:25:18.531989,106.34.61.35,China,Serena Williams,Tennis,37,Female,Russia,2024-05-10 21:25:18.532006,Lose,Silver,7,Madison Square Garden,207,127,1995-05-10 21:25:18.532017
2024-05-10 21:25:18.532088,186.37.96.229,Germany,Simone Biles,Athletics,26,Female,Germany,2024-05-10 21:25:18.532105,Lose,Silver,4,Olympic Stadium,188,57,2002-05-10 21:25:18.532116
2024-05-10 21:25:18.532187,162.196.127.9,India,Serena Williams,Swimming,20,Female,Russia,2024-05-10 21:25:18.532204,Win,Bronze,1,Olympic Stadium,152,73,1986-05-10 21:25:18.532215
2024-05-10 21:25:18.532287,51.135.71.229,Russia,Serena Williams,Swimming,36,Male,India,2024-05-10 21:25:18.532304,Draw,Bronze,2,Madison Square Garden,189,50,1989-05-10 21:25:18.532315
2024-05-10 21:25:18.532387,212.5.179.40,Russia,Lionel Messi,Gymnastics,29,Male,India,2024-05-10 21:25:18.532405,Lose,Gold,3,Wembley Stadium,176,60,1996-05-10 21:25:18.532416
2024-05-10 21:25:18.532488,167.197.174.13,Germany,Michael Phelps,Soccer,21,Female,Germany,2024-05-10 21:25:18.532505,Lose,Gold,9,Madison Square Garden,173,104,2006-05-10 21:25:18.532515
2024-05-10 21:25:18.532588,19.108.212.244,USA,Simone Biles,Athletics,23,Male,Russia,2024-05-10 21:25:18.532605,Lose,,8,Olympic Stadium,156,74,1987-05-10 21:25:18.532615
2024-05-10 21:25:18.532687,6.225.117.143,India,Serena Williams,Soccer,25,Female,China,2024-05-10 21:25:18.532705,Draw,Silver,3,Madison Square Garden,183,145,1992-05-10 21:25:18.532716
2024-05-10 21:25:18.532788,30.14.123.67,USA,Serena Williams,Swimming,40,Female,USA,2024-05-10 21:25:18.532806,Lose,,2,Olympic Stadium,204,100,1984-05-10 21:25:18.532816
2024-05-10 21:25:18.532888,161.250.93.187,India,Michael Phelps,Tennis,22,Male,Russia,2024-05-10 21:25:18.532906,Draw,Bronze,1,Madison Square Garden,168,138,1997-05-10 21:25:18.532917
2024-05-10 21:25:18.532989,120.232.250.31,Germany,Serena Williams,Soccer,32,Female,India,2024-05-10 21:25:18.533006,Win,,5,Olympic Stadium,195,87,1993-05-10 21:25:18.533017
2024-05-10 21:25:18.533089,204.113.48.134,Russia,Michael Phelps,Athletics,27,Male,China,2024-05-10 21:25:18.533106,Draw,,3,Bird's Nest,181,95,1992-05-10 21:25:18.533117
2024-05-10 21:25:18.533189,68.240.189.224,China,Michael Phelps,Soccer,30,Male,USA,2024-05-10 21:25:18.533207,Draw,Silver,8,Olympic Stadium,184,70,1991-05-10 21:25:18.533217
2024-05-10 21:25:18.533289,91.186.138.58,USA,Usain Bolt,Tennis,24,Female,Russia,2024-05-10 21:25:18.533307,Lose,Bronze,2,Madison Square Garden,201,90,1997-05-10 21:25:18.533318
2024-05-10 21:25:18.533389,169.197.186.197,USA,Serena Williams,Swimming,36,Male,India,2024-05-10 21:25:18.533406,Lose,Gold,9,Bird's Nest,215,109,1991-05-10 21:25:18.533417
2024-05-10 21:25:18.533489,150.222.214.42,Russia,Lionel Messi,Tennis,31,Male,USA,2024-05-10 21:25:18.533507,Lose,Gold,7,Madison Square Garden,186,128,1988-05-10 21:25:18.533518
2024-05-10 21:25:18.533590,236.119.4.30,India,Simone Biles,Gymnastics,27,Female,Russia,2024-05-10 21:25:18.533607,Lose,Bronze,10,Madison Square Garden,165,128,2001-05-10 21:25:18.533618
2024-05-10 21:25:18.533691,146.154.150.3,USA,Usain Bolt,Tennis,30,Female,Russia,2024-05-10 21:25:18.533709,Draw,Gold,7,Bird's Nest,219,56,1998-05-10 21:25:18.533719
2024-05-10 21:25:18.533791,175.93.102.122,Germany,Usain Bolt,Athletics,39,Female,China,2024-05-10 21:25:18.533808,Lose,,1,Olympic Stadium,152,83,1997-05-10 21:25:18.533819
2024-05-10 21:25:18.533892,24.222.120.229,India,Simone Biles,Tennis,20,Male,Germany,2024-05-10 21:25:18.533936,Draw,Gold,3,Madison Square Garden,191,144,1988-05-10 21:25:18.534196
2024-05-10 21:25:18.534343,31.93.104.237,Russia,Serena Williams,Gymnastics,39,Female,India,2024-05-10 21:25:18.534365,Win,Gold,10,Bird's Nest,183,122,2001-05-10 21:25:18.534377
2024-05-10 21:25:18.534459,37.41.158.148,Russia,Usain Bolt,Gymnastics,34,Female,Russia,2024-05-10 21:25:18.534478,Win,Bronze,9,Wembley Stadium,172,125,1999-05-10 21:25:18.534490
2024-05-10 21:25:18.534567,148.36.203.55,Russia,Serena Williams,Tennis,23,Female,USA,2024-05-10 21:25:18.534586,Lose,Bronze,9,Bird's Nest,199,90,1987-05-10 21:25:18.534597
2024-05-10 21:25:18.534673,188.156.161.237,Russia,Usain Bolt,Athletics,27,Male,USA,2024-05-10 21:25:18.534692,Draw,Silver,1,Wembley Stadium,200,84,1986-05-10 21:25:18.534703
2024-05-10 21:25:18.534777,169.232.200.161,India,Michael Phelps,Gymnastics,37,Female,USA,2024-05-10 21:25:18.534795,Lose,Bronze,1,Wembley Stadium,191,74,1998-05-10 21:25:18.534806
2024-05-10 21:25:18.534879,200.86.126.51,China,Usain Bolt,Soccer,31,Male,India,2024-05-10 21:25:18.534897,Draw,Gold,8,Olympic Stadium,204,135,1994-05-10 21:25:18.534908
2024-05-10 21:25:18.534983,108.108.230.122,USA,Usain Bolt,Swimming,19,Male,India,2024-05-10 21:25:18.535001,Draw,Bronze,9,Madison Square Garden,177,95,2005-05-10 21:25:18.535012
2024-05-10 21:25:18.535084,255.84.12.69,Russia,Simone Biles,Soccer,19,Male,China,2024-05-10 21:25:18.535102,Win,Bronze,9,Olympic Stadium,164,87,1992-05-10 21:25:18.535114
